trade_id,stock_symbol,quantity,purchase_price,sale_price,purchase_date,sale_date,profit,sector,industry
277,VJET,4685,146.79,776.87,12/1/2021,8/9/2021,630.08,Capital Goods,Industrial Machinery/Components
278,FLL,7526,320.05,58.12,7/30/2020,7/1/2020,-261.93,Consumer Services,Hotels/Resorts
279,CAMT,8212,53.11,134.93,4/28/2022,9/19/2022,81.82,Capital Goods,Electronic Components
280,AGYS,69,812.64,401.37,7/7/2021,12/26/2020,-411.27,Technology,EDP Services
281,BJZ,8582,826.98,985.28,8/19/2021,6/19/2020,158.3,n/a,n/a
282,TCBIL,4515,161.39,398.07,7/11/2021,10/23/2022,236.68,Finance,Major Banks
283,CBPX,9893,986.04,686.73,9/26/2021,6/3/2020,-299.31,Capital Goods,Building Materials
284,SRTS,9231,776.02,654.66,11/16/2022,4/25/2022,-121.36,Health Care,Medical/Dental Instruments
285,DMB,8300,889.96,663.4,8/19/2021,6/13/2021,-226.56,n/a,n/a
286,KF,6111,987.41,352.31,5/20/2020,9/4/2021,-635.1,n/a,n/a
287,WYNN,8270,528.76,347.7,7/20/2021,6/8/2022,-181.06,Consumer Services,Hotels/Resorts
288,CBOE,7475,874.65,537.24,4/6/2022,9/25/2020,-337.41,Finance,Investment Bankers/Brokers/Service
289,CTRP,6039,690.19,320.49,8/10/2021,9/17/2022,-369.7,Miscellaneous,Business Services
290,FSB,1379,124.57,417.51,1/29/2021,3/26/2020,292.94,Finance,Major Banks
291,SAB,3732,267.61,330.03,1/1/2022,11/12/2021,62.42,n/a,n/a
292,WDR,2280,41.58,282.51,6/12/2022,1/5/2020,240.93,Finance,Investment Bankers/Brokers/Service
293,TESO,3935,834.58,241.09,4/3/2020,8/20/2022,-593.49,Energy,Metal Fabrications
294,TIVO,738,434.93,231.87,7/12/2022,5/23/2021,-203.06,Miscellaneous,Multi-Sector Companies
295,BMRA,7678,754.94,588.42,3/25/2020,10/1/2021,-166.52,Health Care,Medical/Dental Instruments
296,EXPR,9796,9.23,921.81,4/19/2020,9/13/2022,912.58,Consumer Services,Clothing/Shoe/Accessory Stores
297,LUX,1043,38.85,578.46,9/7/2022,12/30/2022,539.61,Health Care,Ophthalmic Goods
298,PKE,9653,640.56,829.19,3/30/2022,12/3/2020,188.63,Technology,Electrical Products
299,IPCC,2302,935.54,505.91,8/21/2021,7/20/2021,-429.63,Finance,Property-Casualty Insurers
300,PPG,7848,723.07,695.85,8/26/2020,5/16/2022,-27.22,Basic Industries,Paints/Coatings
301,FALC,8085,661.78,141.31,5/26/2020,10/26/2020,-520.47,Technology,Computer Software: Prepackaged Software
302,BVSN,5848,813.99,827.03,7/17/2022,12/26/2022,13.04,Technology,Computer Software: Prepackaged Software
303,TCCB,8151,380.27,920.96,9/26/2022,1/6/2021,540.69,n/a,n/a
304,DERM,440,327.06,1.98,8/4/2022,8/17/2020,-325.08,Health Care,Major Pharmaceuticals
305,OKS,1893,349.7,60.25,10/15/2020,4/26/2021,-289.45,Public Utilities,Natural Gas Distribution
306,NHTC,5824,273.62,778.07,12/13/2022,6/13/2020,504.45,Consumer Durables,Consumer Specialties
307,ASPN,82,314.49,121.16,10/31/2022,4/22/2022,-193.33,Consumer Services,RETAIL: Building Materials
308,DIN,7816,680.27,281.32,7/12/2022,10/9/2020,-398.95,Consumer Services,Restaurants
309,PFD,4133,493.85,912.83,5/20/2022,5/15/2021,418.98,n/a,n/a
310,DKL,4942,944.64,836.33,8/14/2020,9/27/2020,-108.31,Energy,Natural Gas Distribution
311,CRTN,7364,150.94,681.88,4/10/2020,10/14/2022,530.94,Consumer Services,Professional Services
312,ATTU,8795,728.86,78.4,12/27/2020,11/23/2020,-650.46,Technology,Computer Software: Prepackaged Software
313,ARDX,2171,839.22,288.26,8/25/2022,11/30/2021,-550.96,Health Care,Major Pharmaceuticals
314,KNDI,1652,234.84,631.92,12/8/2022,7/7/2020,397.08,Capital Goods,Auto Manufacturing
315,SNAP,1350,766.64,4.4,12/18/2022,2/28/2020,-762.24,Technology,"Computer Software: Programming, Data Processing"
316,ENSG,1572,940.12,137.42,2/1/2020,4/17/2020,-802.7,Health Care,Hospital/Nursing Management
317,GPACU,4646,381.44,230.22,2/8/2022,1/9/2021,-151.22,Health Care,Hospital/Nursing Management
318,BSQR,2259,754.48,181.25,4/12/2022,8/7/2022,-573.23,Miscellaneous,Business Services
319,TRST,3249,279.42,792.76,7/14/2021,8/7/2020,513.34,Finance,Major Banks
320,OIBR.C,8424,728.37,251.24,8/9/2022,6/16/2021,-477.13,n/a,n/a
321,CBMG,8214,912.24,652.23,3/1/2022,7/2/2021,-260.01,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
322,ARR^B,8442,889.9,321.07,6/23/2022,11/15/2021,-568.83,n/a,n/a
323,TANH,2108,413.99,231.13,12/17/2022,3/21/2022,-182.86,Basic Industries,Major Chemicals
324,LKQ,2820,132.13,218.39,7/11/2020,7/4/2021,86.26,Consumer Services,Motor Vehicles
325,NVLN,9344,637.08,815.85,3/21/2020,5/16/2020,178.77,Health Care,Major Pharmaceuticals
326,PVTD,658,87.53,166.44,11/25/2022,3/30/2022,78.91,Finance,Major Banks
327,SB^B,4583,629.76,229.72,7/6/2021,8/12/2021,-400.04,n/a,n/a
328,ABB,8896,409.03,666.12,10/18/2020,11/25/2020,257.09,Consumer Durables,Electrical Products
329,MINDP,3584,422.18,302.62,4/5/2022,7/11/2021,-119.56,Technology,Diversified Commercial Services
330,PVH,7465,849.9,604.31,7/10/2022,8/1/2021,-245.59,Consumer Non-Durables,Apparel
331,BGX,9350,416.09,485.2,11/21/2020,4/12/2020,69.11,n/a,n/a
332,GWPH,4484,813.06,596.14,1/7/2022,12/3/2022,-216.92,Health Care,Major Pharmaceuticals
333,CYD,6366,764.05,893.32,2/25/2021,6/16/2020,129.27,Energy,Industrial Machinery/Components
334,CYAD,9420,272.22,462.42,3/2/2021,9/16/2022,190.2,Health Care,Major Pharmaceuticals
335,FSBK,9901,471.08,833.21,8/10/2022,11/3/2021,362.13,Finance,Major Banks
336,CEO,2916,88.01,768.98,8/26/2021,2/13/2021,680.97,Energy,Oil & Gas Production
337,IVTY,2657,424.51,822.34,7/22/2020,3/26/2020,397.83,Health Care,Medical/Dental Instruments
338,AYR,3359,987.84,383.09,4/28/2020,10/5/2022,-604.75,Technology,Diversified Commercial Services
339,RF^B,119,343.55,961.45,7/14/2020,1/2/2021,617.9,n/a,n/a
340,MRIN,3165,580.03,695.32,7/24/2020,5/20/2022,115.29,Technology,EDP Services
341,WRK,4420,67.71,368.18,3/6/2021,9/23/2022,300.47,Consumer Durables,Containers/Packaging
342,DNOW,3668,768.85,2.03,3/26/2020,8/5/2021,-766.82,Energy,Metal Fabrications
343,SIRI,1690,195.67,410.37,1/28/2022,3/16/2020,214.7,Consumer Services,Broadcasting
344,SANM,3417,680.2,263.28,6/3/2020,3/27/2022,-416.92,Technology,Electrical Products
345,JASO,9450,996.2,470.38,10/9/2020,9/7/2021,-525.82,Technology,Semiconductors
346,SYKE,3134,255.78,465.79,10/7/2022,5/18/2021,210.01,Technology,EDP Services
347,ALRM,894,922.85,564.54,5/15/2021,11/12/2021,-358.31,Technology,Computer Software: Prepackaged Software
348,AVNW,3863,810.06,779.55,3/24/2022,1/14/2021,-30.51,Technology,Radio And Television Broadcasting And Communications Equipment
349,SOHOM,802,572.79,287.25,12/28/2020,6/12/2021,-285.54,Consumer Services,Hotels/Resorts
350,OACQR,3065,473.69,743.56,9/15/2021,1/15/2020,269.87,Finance,Business Services
351,SBGI,1990,620.51,584.4,11/15/2022,11/12/2021,-36.11,Consumer Services,Broadcasting
352,CCIH,2353,949.49,992.07,3/17/2021,1/8/2021,42.58,Technology,EDP Services
353,AL,6436,682.29,940.74,7/16/2021,10/26/2022,258.45,Technology,Diversified Commercial Services
354,QSII,2148,341.9,647.28,10/29/2020,11/27/2022,305.38,Technology,EDP Services
355,CELH,896,961.24,794.23,6/21/2021,11/18/2020,-167.01,Consumer Non-Durables,Beverages (Production/Distribution)
356,BRC,2693,638.34,339.29,1/16/2022,7/3/2022,-299.05,Consumer Durables,Miscellaneous manufacturing industries
357,FCX,1298,810.55,422.22,6/13/2022,9/25/2020,-388.33,Basic Industries,Precious Metals
358,XCRA,939,57.86,679.41,7/13/2022,11/1/2022,621.55,Capital Goods,Electrical Products
359,SSW^D,9942,684.3,719.7,2/25/2022,12/1/2021,35.4,n/a,n/a
360,ICLR,4748,280.44,808.88,9/12/2020,11/14/2021,528.44,Health Care,Biotechnology: Commercial Physical & Biological Resarch
361,GAB^J,4889,962.96,120.46,12/30/2022,7/25/2021,-842.5,n/a,n/a
362,INSW,6725,216.68,373.83,12/9/2020,5/11/2021,157.15,Consumer Services,Marine Transportation
363,CXO,396,444.25,859.04,10/9/2020,11/20/2022,414.79,Energy,Oil & Gas Production
364,JPM^E,545,847.78,943.07,12/17/2022,2/25/2022,95.29,n/a,n/a
365,BMCH,1295,642.53,601.22,11/26/2022,2/13/2021,-41.31,Consumer Services,RETAIL: Building Materials
366,TKC,5801,968.96,12.54,2/18/2021,7/26/2021,-956.42,Public Utilities,Telecommunications Equipment
367,GHM,8339,283.07,224.62,3/11/2022,5/30/2020,-58.45,Technology,Industrial Machinery/Components
368,ITCI,1803,224.07,659.14,9/11/2021,8/21/2020,435.07,Health Care,Major Pharmaceuticals
369,UBCP,3497,112.76,932.81,3/18/2022,5/8/2022,820.05,Finance,Major Banks
370,NLS,7332,794.13,485.4,1/4/2021,12/5/2021,-308.73,Consumer Non-Durables,Recreational Products/Toys
371,FSBW,8537,446.14,581.41,8/4/2021,4/30/2021,135.27,Finance,Banks
372,CBD,2912,877.82,390.67,1/20/2021,12/31/2021,-487.15,Consumer Services,Food Chains
373,COF^D,540,118.5,589.15,9/22/2022,12/21/2022,470.65,n/a,n/a
374,TOCA,6965,115.21,736.66,9/24/2021,9/29/2022,621.45,Health Care,Major Pharmaceuticals
375,ARWR,4898,260.02,374.5,3/28/2022,4/26/2022,114.48,Health Care,Major Pharmaceuticals
376,OVBC,6976,612.91,533.52,4/5/2020,3/9/2020,-79.39,Finance,Major Banks
377,AIG,6800,548.74,417.25,3/1/2021,7/24/2020,-131.49,Finance,Property-Casualty Insurers
378,SSYS,2680,867.6,948.26,9/25/2021,8/19/2022,80.66,Technology,Computer peripheral equipment
379,HRTX,5468,675.0,904.71,4/12/2021,2/3/2021,229.71,Health Care,Major Pharmaceuticals
380,PFG,8456,356.25,55.29,4/3/2022,7/18/2021,-300.96,Finance,Accident &Health Insurance
381,PMT^A,7375,162.67,403.5,3/21/2020,1/14/2020,240.83,n/a,n/a
382,GSH,2188,357.17,739.62,11/19/2021,1/15/2022,382.45,Transportation,Railroads
383,DXJS,9382,892.22,221.71,10/27/2022,12/29/2021,-670.51,n/a,n/a
384,SNFCA,4082,380.54,623.6,1/3/2021,3/18/2022,243.06,Finance,Finance: Consumer Services
385,AXL,5457,483.77,804.49,9/8/2021,9/25/2021,320.72,Capital Goods,Auto Parts:O.E.M.
386,ALP^O,3764,201.56,591.73,10/21/2021,9/14/2021,390.17,Public Utilities,Electric Utilities: Central
387,C^L,6875,467.52,136.93,10/1/2020,3/17/2020,-330.59,n/a,n/a
388,PBIP,6574,364.06,97.23,9/24/2020,9/23/2021,-266.83,Finance,Banks
389,SAUC,1157,518.75,819.83,8/25/2020,3/20/2020,301.08,Consumer Services,Restaurants
390,AAT,208,514.81,125.69,2/1/2022,7/21/2021,-389.12,Consumer Services,Real Estate Investment Trusts
391,NL,1181,463.27,209.83,2/25/2020,12/15/2021,-253.44,Basic Industries,Major Chemicals
392,FEYE,4458,266.24,569.27,7/19/2021,12/24/2021,303.03,Technology,Computer peripheral equipment
393,Z,68,810.62,464.92,1/10/2022,5/8/2022,-345.7,Miscellaneous,Business Services
394,ATTU,7051,162.48,182.61,2/18/2020,5/31/2020,20.13,Technology,Computer Software: Prepackaged Software
395,PDLI,5366,268.82,673.58,6/2/2021,12/21/2021,404.76,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
396,VALU,8690,921.69,842.29,2/27/2021,1/2/2022,-79.4,Finance,Investment Managers
397,AUPH,6648,301.98,158.51,7/21/2021,9/23/2021,-143.47,Health Care,Major Pharmaceuticals
398,DHR,2799,104.13,529.9,3/21/2021,6/25/2022,425.77,Capital Goods,Industrial Machinery/Components
399,KIM^J,5284,771.92,90.87,9/23/2021,10/23/2021,-681.05,n/a,n/a
400,GNRT,4484,905.94,646.29,11/24/2022,7/28/2021,-259.65,Transportation,Marine Transportation
401,CP,1764,264.87,475.07,8/11/2022,10/25/2020,210.2,Transportation,Railroads
402,HZN,95,367.18,518.75,12/18/2020,10/4/2022,151.57,Capital Goods,Auto Parts:O.E.M.
403,CNMD,6259,850.14,623.64,5/21/2020,12/19/2022,-226.5,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
404,CLRO,5052,592.24,486.81,4/19/2021,6/5/2021,-105.43,Public Utilities,Telecommunications Equipment
405,MCHI,5287,419.76,299.84,5/24/2020,1/23/2021,-119.92,n/a,n/a
406,WOOD,6168,990.55,381.59,9/3/2022,1/20/2021,-608.96,n/a,n/a
407,HAYN,6529,182.48,995.37,9/16/2022,1/14/2021,812.89,Capital Goods,Steel/Iron Ore
408,NFEC,580,69.8,775.7,6/6/2020,1/26/2020,705.9,Capital Goods,Metal Fabrications
409,IIF,6732,647.49,344.16,8/10/2022,2/7/2020,-303.33,n/a,n/a
410,LSXMK,3650,907.51,188.15,12/20/2021,6/16/2020,-719.36,Consumer Services,Broadcasting
411,LL,3868,530.19,185.72,10/20/2020,3/14/2020,-344.47,Consumer Services,RETAIL: Building Materials
412,AXTI,3137,893.34,368.29,9/14/2022,1/1/2021,-525.05,Technology,Semiconductors
413,ITIC,4621,56.94,445.22,3/28/2021,8/21/2021,388.28,Finance,Specialty Insurers
414,BIF,8672,237.82,657.22,2/8/2020,3/2/2020,419.4,n/a,n/a
415,TLLP,6718,454.0,538.06,12/24/2020,4/6/2020,84.06,Energy,Natural Gas Distribution
416,NEE^H,304,558.12,351.36,11/23/2021,8/13/2021,-206.76,n/a,n/a
417,LNN,7426,289.8,37.26,6/13/2020,4/3/2022,-252.54,Capital Goods,Industrial Machinery/Components
418,ADI,7882,146.51,693.91,5/8/2021,2/29/2020,547.4,Technology,Semiconductors
419,PFMT,8600,261.0,666.35,10/25/2022,5/24/2022,405.35,Consumer Services,Other Consumer Services
420,AFGE,5522,392.38,246.1,9/10/2022,1/13/2020,-146.28,Finance,Property-Casualty Insurers
421,GENE,5180,568.86,399.96,3/7/2020,6/27/2020,-168.9,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
422,GNE,2306,679.54,645.36,1/29/2020,3/8/2021,-34.18,Public Utilities,Power Generation
423,JHS,5164,20.66,950.14,9/11/2020,7/20/2020,929.48,n/a,n/a
424,CHA,9133,657.25,253.58,6/19/2021,12/30/2021,-403.67,Public Utilities,Telecommunications Equipment
425,TYG,2878,436.81,19.77,7/27/2020,8/10/2022,-417.04,n/a,n/a
426,MX,6375,555.75,227.15,2/17/2021,6/20/2022,-328.6,Technology,Semiconductors
427,MSBI,9747,735.99,62.69,5/22/2022,2/15/2021,-673.3,Finance,Major Banks
428,VNOM,1510,746.41,545.11,7/16/2021,9/14/2022,-201.3,Energy,Oil & Gas Production
429,SNCR,7423,101.96,779.9,7/10/2022,6/23/2020,677.94,Technology,EDP Services
430,MDSO,5154,151.84,428.22,12/8/2021,3/19/2020,276.38,Technology,Computer Software: Prepackaged Software
431,BIOA,1405,821.41,809.89,4/28/2021,12/13/2020,-11.52,Basic Industries,Major Chemicals
432,CRBP,286,883.77,522.07,4/28/2021,7/24/2021,-361.7,Health Care,Major Pharmaceuticals
433,PN,3191,963.35,543.2,9/3/2022,2/9/2021,-420.15,Finance,Specialty Insurers
434,ESBK,3376,84.44,335.61,10/4/2021,10/18/2021,251.17,Finance,Major Banks
435,CARO,6052,523.72,142.4,5/9/2020,10/4/2022,-381.32,Finance,Major Banks
436,AAC,4977,65.91,380.85,9/18/2020,2/1/2020,314.94,Health Care,Medical Specialities
437,STX,3479,773.82,480.66,9/19/2020,6/22/2020,-293.16,Technology,Electronic Components
438,NYCB,6580,529.06,664.8,10/15/2020,4/21/2022,135.74,Finance,Banks
439,WHF,8189,824.19,997.91,6/20/2022,3/23/2021,173.72,n/a,n/a
440,PBSK,8422,297.62,454.88,9/9/2020,7/6/2020,157.26,Finance,Savings Institutions
441,IGA,3515,467.62,424.33,6/7/2022,11/13/2022,-43.29,n/a,n/a
442,ENSG,5659,784.33,816.55,1/6/2022,9/7/2020,32.22,Health Care,Hospital/Nursing Management
443,CLSN,3365,375.53,63.52,10/11/2022,10/10/2022,-312.01,Health Care,Major Pharmaceuticals
444,AHPI,3572,699.4,581.63,2/6/2022,9/14/2020,-117.77,Health Care,Industrial Specialties
445,HSY,1611,180.19,312.96,5/6/2021,12/25/2021,132.77,Consumer Non-Durables,Specialty Foods
446,NUROW,2176,420.74,345.91,12/22/2020,10/1/2022,-74.83,Health Care,Medical/Dental Instruments
447,DGX,7306,361.27,276.41,10/21/2022,2/6/2021,-84.86,Health Care,Medical Specialities
448,STDY,8843,232.34,4.78,2/2/2021,2/3/2021,-227.56,Health Care,Major Pharmaceuticals
449,TDIV,2066,24.58,605.65,3/4/2020,9/6/2022,581.07,n/a,n/a
450,ARWR,2065,430.7,903.16,3/26/2021,11/26/2021,472.46,Health Care,Major Pharmaceuticals
451,LUK,9104,206.35,320.28,8/29/2021,3/27/2020,113.93,Consumer Non-Durables,Meat/Poultry/Fish
452,SSRI,5996,859.98,311.93,10/5/2021,1/14/2021,-548.05,Basic Industries,Precious Metals
453,NXST,4039,679.34,293.46,10/9/2022,6/3/2021,-385.88,Consumer Services,Broadcasting
454,NKSH,3508,570.1,196.8,1/4/2020,3/24/2021,-373.3,Finance,Major Banks
455,MSBI,9735,198.16,706.92,2/25/2022,2/1/2022,508.76,Finance,Major Banks
456,IFMK,7326,163.3,692.04,6/6/2020,12/14/2020,528.74,Consumer Services,Food Chains
457,BCOR,8368,148.68,483.52,2/10/2021,9/20/2020,334.84,Technology,EDP Services
458,DMRC,5532,530.46,358.46,8/15/2021,12/16/2022,-172.0,Technology,EDP Services
459,ULTA,9896,707.16,409.03,3/27/2020,1/13/2020,-298.13,Consumer Services,Other Specialty Stores
460,BSPM,2251,129.3,300.75,10/1/2020,7/19/2020,171.45,Health Care,Major Pharmaceuticals
461,RSPP,1417,577.12,928.83,10/29/2021,10/22/2020,351.71,Energy,Oil & Gas Production
462,APA,2151,766.92,778.43,1/18/2020,10/16/2022,11.51,Energy,Oil & Gas Production
463,EYES,9998,300.28,898.71,12/20/2022,2/4/2022,598.43,n/a,n/a
464,OCRX,4601,697.56,845.46,9/25/2021,3/28/2022,147.9,Health Care,Major Pharmaceuticals
465,PBA,1730,526.07,762.28,5/26/2022,8/21/2022,236.21,Energy,Oil & Gas Production
466,FIXD,5326,94.86,605.6,3/27/2020,4/10/2020,510.74,n/a,n/a
467,ANGO,4794,766.29,402.78,10/8/2021,1/10/2022,-363.51,Health Care,Medical/Dental Instruments
468,GPIAU,9865,751.37,269.08,12/11/2020,1/27/2020,-482.29,Consumer Durables,Home Furnishings
469,SPWR,1977,436.03,628.94,6/8/2021,5/17/2022,192.91,Technology,Semiconductors
470,MET,2231,210.25,662.3,3/14/2022,12/10/2020,452.05,Finance,Life Insurance
471,GNMX,6268,230.2,898.41,10/15/2022,9/30/2021,668.21,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
472,INFY,7752,382.64,290.31,1/7/2020,4/15/2020,-92.33,Technology,EDP Services
473,TTNP,9409,179.8,16.7,10/14/2021,10/29/2022,-163.1,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
474,PYN,5415,79.14,175.87,11/1/2020,4/24/2021,96.73,n/a,n/a
475,EXAS,6423,233.56,239.67,10/26/2021,1/22/2020,6.11,Health Care,Biotechnology: Commercial Physical & Biological Resarch
476,LII,5428,669.83,492.87,10/21/2021,2/21/2022,-176.96,Capital Goods,Industrial Machinery/Components
477,CSOD,3450,360.22,699.42,8/4/2020,4/9/2022,339.2,Technology,Computer Software: Prepackaged Software
478,STK,7829,763.56,193.61,12/13/2020,9/26/2021,-569.95,n/a,n/a
479,MYOS,8438,19.35,323.81,5/3/2022,7/20/2020,304.46,Health Care,Major Pharmaceuticals
480,CIVBP,4991,680.34,529.07,4/23/2022,10/10/2021,-151.27,Finance,Major Banks
481,CCCL,7576,266.37,143.68,7/25/2020,3/22/2020,-122.69,Capital Goods,Building Materials
482,OCIP,1764,20.62,253.05,6/7/2022,11/27/2022,232.43,Basic Industries,Major Chemicals
483,PIH,596,511.03,346.84,3/17/2021,6/23/2022,-164.19,Finance,Property-Casualty Insurers
484,JMT,3711,843.64,837.62,8/17/2020,9/12/2021,-6.02,n/a,n/a
485,JAG,8316,888.54,548.62,5/12/2020,3/3/2022,-339.92,Energy,Oil & Gas Production
486,TSRO,5228,965.12,320.02,6/29/2021,9/25/2020,-645.1,Health Care,Major Pharmaceuticals
487,HBHCL,762,912.61,980.52,12/24/2020,3/9/2021,67.91,Finance,Major Banks
488,TVPT,1363,116.21,297.13,1/10/2022,6/25/2021,180.92,Consumer Services,Transportation Services
489,CPIX,6047,228.45,786.19,2/7/2022,3/23/2022,557.74,Health Care,Major Pharmaceuticals
490,AFST,8178,760.84,264.51,4/20/2021,2/5/2022,-496.33,Finance,Property-Casualty Insurers
491,DLTH,780,510.39,61.27,11/27/2022,2/5/2020,-449.12,Consumer Services,Clothing/Shoe/Accessory Stores
492,WFM,4575,447.86,711.92,10/16/2022,12/8/2022,264.06,Consumer Services,Food Chains
493,DCO,3878,368.01,924.96,5/26/2020,4/2/2022,556.95,Capital Goods,Military/Government/Technical
494,TZOO,7810,597.37,500.24,10/2/2022,9/15/2020,-97.13,Technology,EDP Services
495,GEOS,9278,657.1,850.69,7/17/2021,11/29/2021,193.59,Capital Goods,Industrial Machinery/Components
496,AEGN,9898,795.91,472.06,10/18/2020,2/16/2020,-323.85,Basic Industries,Water Supply
497,WSFSL,2442,251.77,552.31,1/26/2020,8/6/2020,300.54,Finance,Major Banks
498,BDN,2277,217.55,898.1,10/20/2022,6/28/2021,680.55,Consumer Services,Real Estate Investment Trusts
499,TARO,6475,209.29,772.63,6/10/2022,5/18/2021,563.34,Health Care,Major Pharmaceuticals
500,RPD,1935,242.61,143.53,5/18/2020,2/25/2022,-99.08,Technology,Computer Software: Prepackaged Software
501,EAGLW,8310,788.31,468.92,7/9/2022,1/19/2022,-319.39,Finance,Business Services
502,MRAM,9311,820.27,689.18,11/26/2021,5/6/2021,-131.09,Technology,Semiconductors
503,ASRVP,4108,576.86,660.96,8/12/2022,6/15/2022,84.1,Finance,Major Banks
504,XBIT,9131,20.6,873.41,9/20/2021,7/23/2020,852.81,Health Care,Major Pharmaceuticals
505,TWO,7243,0.34,163.56,12/6/2020,3/4/2020,163.22,Consumer Services,Real Estate Investment Trusts
506,VTHR,2253,193.34,176.75,3/26/2020,4/23/2022,-16.59,n/a,n/a
507,FSBK,9000,34.23,215.45,4/23/2020,11/27/2022,181.22,Finance,Major Banks
508,JBT,3928,526.09,170.11,12/30/2022,11/22/2022,-355.98,Technology,Industrial Machinery/Components
509,SJR,5081,510.98,465.21,3/10/2020,6/7/2020,-45.77,Consumer Services,Television Services
510,BMRN,2653,482.44,338.87,3/28/2020,11/5/2021,-143.57,Health Care,Major Pharmaceuticals
511,GS^B,2782,935.72,230.23,8/12/2022,10/31/2021,-705.49,n/a,n/a
512,MT,8957,627.13,856.98,10/17/2020,7/6/2020,229.85,Basic Industries,Steel/Iron Ore
513,ZNWAA,4009,601.97,424.03,3/15/2022,11/5/2022,-177.94,Energy,Oil & Gas Production
514,DWAT,132,331.21,354.9,2/21/2022,10/2/2020,23.69,n/a,n/a
515,SNX,6096,51.47,331.36,9/6/2022,12/18/2020,279.89,Technology,Retail: Computer Software & Peripheral Equipment
516,K,2902,58.01,106.17,5/16/2020,9/19/2020,48.16,Consumer Non-Durables,Packaged Foods
517,KAMN,3734,603.37,496.47,5/11/2022,1/5/2020,-106.9,Consumer Durables,Industrial Specialties
518,ELSE,8900,154.43,626.09,12/1/2021,4/10/2021,471.66,Capital Goods,Industrial Machinery/Components
519,AXS^E,5446,292.76,315.96,6/11/2021,9/6/2021,23.2,n/a,n/a
520,CAC,5861,501.46,643.66,2/20/2020,5/11/2020,142.2,Finance,Major Banks
521,CBI,8987,75.66,219.4,8/16/2022,6/7/2021,143.74,Basic Industries,Engineering & Construction
522,MCX,5140,737.22,29.67,11/24/2021,9/14/2020,-707.55,n/a,n/a
523,TRIP,4154,285.79,157.37,5/27/2021,3/22/2021,-128.42,Technology,"Computer Software: Programming, Data Processing"
524,SMCI,2778,367.93,576.39,12/14/2020,1/13/2020,208.46,Technology,Computer Manufacturing
525,OKSB,7156,749.94,959.82,4/26/2022,10/9/2020,209.88,Finance,Major Banks
526,NEWR,3417,430.09,182.43,7/28/2021,7/23/2020,-247.66,Technology,Computer Software: Prepackaged Software
527,TCON,5957,399.18,130.19,4/4/2022,6/4/2022,-268.99,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
528,FMK,2743,515.81,556.82,10/24/2020,2/8/2021,41.01,n/a,n/a
529,PYPL,378,339.62,934.4,2/28/2022,10/19/2022,594.78,Miscellaneous,Business Services
530,CASS,8305,524.18,905.78,3/3/2021,1/4/2020,381.6,Miscellaneous,Business Services
531,UHAL,2773,820.18,475.98,12/10/2022,6/17/2020,-344.2,Consumer Services,Rental/Leasing Companies
532,FWRD,9443,363.03,391.96,3/4/2021,4/13/2022,28.93,Transportation,Oil Refining/Marketing
533,COTY,6994,196.54,29.83,6/5/2021,4/16/2020,-166.71,Consumer Non-Durables,Package Goods/Cosmetics
534,BATRA,7308,320.09,693.47,12/11/2021,3/2/2021,373.38,Consumer Services,Broadcasting
535,FNBG,623,389.25,904.4,3/31/2022,12/29/2022,515.15,Finance,Major Banks
536,ICE,6846,993.05,748.32,11/16/2021,12/13/2021,-244.73,Finance,Investment Bankers/Brokers/Service
537,SUP,2374,639.26,149.94,3/21/2022,11/9/2021,-489.32,Capital Goods,Auto Parts:O.E.M.
538,TMST,9019,106.99,200.19,3/29/2020,11/6/2020,93.2,Basic Industries,Steel/Iron Ore
539,LMAT,6038,730.79,289.33,8/24/2022,7/24/2022,-441.46,Health Care,Medical/Dental Instruments
540,ARCC,437,10.48,952.16,1/23/2020,8/9/2022,941.68,n/a,n/a
541,TKR,3227,55.93,952.98,8/12/2021,1/3/2022,897.05,Capital Goods,Metal Fabrications
542,CASS,5427,238.92,195.21,6/19/2020,12/4/2021,-43.71,Miscellaneous,Business Services
543,WNC,3849,398.63,302.18,1/7/2020,9/1/2022,-96.45,Capital Goods,Construction/Ag Equipment/Trucks
544,GLAD,5402,522.24,53.44,12/13/2020,6/13/2022,-468.8,n/a,n/a
545,PSB^T,2795,325.72,898.23,1/6/2022,4/1/2021,572.51,n/a,n/a
546,GNUS,7192,957.56,794.13,11/22/2022,3/27/2021,-163.43,Consumer Services,Movies/Entertainment
547,PMTS,8598,501.59,809.38,3/7/2022,7/18/2020,307.79,Finance,Finance Companies
548,GGG,7619,315.32,724.74,4/24/2021,11/17/2020,409.42,Capital Goods,Fluid Controls
549,CHSCP,922,553.13,427.71,3/18/2020,12/20/2020,-125.42,Consumer Services,Farming/Seeds/Milling
550,MUJ,4717,483.13,158.8,12/22/2020,4/30/2020,-324.33,n/a,n/a
551,VICR,2476,987.26,506.07,2/2/2021,3/30/2020,-481.19,Capital Goods,Industrial Machinery/Components
